exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__hist_lt2_flag__w1d,동일 pair 과거 1d 거래 이력이 2건 미만인지 여부,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp","동일 방향 pair 과거 1d 거래 수가 2건 미만이면 1, 아니면 0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외",float32,0/1,현재 거래 시점 이전 1d,"과거 거래 수 2건 미만이면 1, 아니면 0",,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"값 범위 {0, 1} 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window; history_sufficiency_flag,ML
ml-04,pair__sender_receiver__bidirectional__amount_ratio__w1d,과거 1d 동일 pair 양방향 금액 비율,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",과거 1d 동일 방향 amount 합계 / 역방향 amount 합계; 분모가 없거나 0이면 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,비율,현재 거래 시점 이전 1d,이전 이력 없음 또는 분모 0이면 0.0으로 대체,분모 0 처리 및 극단 ratio 분포 점검 필요,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"finite 여부, 결측률, zero rate, extreme ratio 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__reverse__exists__w3d,과거 3d reverse pair 존재 여부,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp","receiver_account_id->sender_account_id 역방향 pair 이력이 과거 3d에 있으면 1, 없으면 0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외",float32,0/1,현재 거래 시점 이전 3d,조건 불충족 시 0,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"값 범위 {0, 1} 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__reverse__tx_count__count__w3d,과거 3d reverse pair 거래 건수,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",receiver_account_id->sender_account_id 역방향 pair 기준 과거 3d 거래 건수 집계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__net__amount__sumdiff__w3d,과거 3d forward-reverse 순금액,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",과거 3d 동일 방향 amount 합계 - 역방향 amount 합계를 계산; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, finite 여부, split별 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__w3d,현재 금액 대비 동일 pair 과거 3d 평균 금액 비율,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",현재 amount / 동일 방향 pair 과거 3d amount 평균; 분모가 없거나 0이면 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,비율,현재 거래 시점 이전 3d,이전 이력 없음 또는 분모 0이면 0.0으로 대체,분모 0 처리 및 극단 ratio 분포 점검 필요,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"finite 여부, 결측률, zero rate, extreme ratio 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window; raw_ratio_materialized_for_audit,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__log1p_clip_p999_hist2__w3d,현재 금액 대비 동일 pair 과거 3d 평균 금액 비율의 안정화 log1p 피처,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",현재 amount / 동일 방향 pair 과거 3d amount 평균을 계산한 뒤 train 기준 p99.9로 clipping하고 log1p 변환; 과거 거래 수가 2건 미만이면 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,비율,현재 거래 시점 이전 3d,"이전 이력 없음, 분모 0, 과거 거래 수 2건 미만이면 0.0으로 대체",train 기준 p99.9 clipping 후 log1p 변환,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"finite 여부, 결측률, zero rate, extreme ratio 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window; ratio_stability_transform,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__hist_lt2_flag__w3d,동일 pair 과거 3d 거래 이력이 2건 미만인지 여부,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp","동일 방향 pair 과거 3d 거래 수가 2건 미만이면 1, 아니면 0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외",float32,0/1,현재 거래 시점 이전 3d,"과거 거래 수 2건 미만이면 1, 아니면 0",,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"값 범위 {0, 1} 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window; history_sufficiency_flag,ML
ml-04,pair__sender_receiver__bidirectional__amount_ratio__w3d,과거 3d 동일 pair 양방향 금액 비율,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",과거 3d 동일 방향 amount 합계 / 역방향 amount 합계; 분모가 없거나 0이면 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,비율,현재 거래 시점 이전 3d,이전 이력 없음 또는 분모 0이면 0.0으로 대체,분모 0 처리 및 극단 ratio 분포 점검 필요,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"finite 여부, 결측률, zero rate, extreme ratio 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__reverse__exists__w7d,과거 7d reverse pair 존재 여부,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp","receiver_account_id->sender_account_id 역방향 pair 이력이 과거 7d에 있으면 1, 없으면 0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외",float32,0/1,현재 거래 시점 이전 7d,조건 불충족 시 0,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"값 범위 {0, 1} 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__reverse__tx_count__count__w7d,과거 7d reverse pair 거래 건수,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",receiver_account_id->sender_account_id 역방향 pair 기준 과거 7d 거래 건수 집계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__net__amount__sumdiff__w7d,과거 7d forward-reverse 순금액,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",과거 7d 동일 방향 amount 합계 - 역방향 amount 합계를 계산; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, finite 여부, split별 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__w7d,현재 금액 대비 동일 pair 과거 7d 평균 금액 비율,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",현재 amount / 동일 방향 pair 과거 7d amount 평균; 분모가 없거나 0이면 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,비율,현재 거래 시점 이전 7d,이전 이력 없음 또는 분모 0이면 0.0으로 대체,분모 0 처리 및 극단 ratio 분포 점검 필요,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"finite 여부, 결측률, zero rate, extreme ratio 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window; raw_ratio_materialized_for_audit,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__log1p_clip_p999_hist2__w7d,현재 금액 대비 동일 pair 과거 7d 평균 금액 비율의 안정화 log1p 피처,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",현재 amount / 동일 방향 pair 과거 7d amount 평균을 계산한 뒤 train 기준 p99.9로 clipping하고 log1p 변환; 과거 거래 수가 2건 미만이면 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,비율,현재 거래 시점 이전 7d,"이전 이력 없음, 분모 0, 과거 거래 수 2건 미만이면 0.0으로 대체",train 기준 p99.9 clipping 후 log1p 변환,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"finite 여부, 결측률, zero rate, extreme ratio 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window; ratio_stability_transform,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__hist_lt2_flag__w7d,동일 pair 과거 7d 거래 이력이 2건 미만인지 여부,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp","동일 방향 pair 과거 7d 거래 수가 2건 미만이면 1, 아니면 0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외",float32,0/1,현재 거래 시점 이전 7d,"과거 거래 수 2건 미만이면 1, 아니면 0",,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"값 범위 {0, 1} 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window; history_sufficiency_flag,ML
ml-04,pair__sender_receiver__bidirectional__amount_ratio__w7d,과거 7d 동일 pair 양방향 금액 비율,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",과거 7d 동일 방향 amount 합계 / 역방향 amount 합계; 분모가 없거나 0이면 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,비율,현재 거래 시점 이전 7d,이전 이력 없음 또는 분모 0이면 0.0으로 대체,분모 0 처리 및 극단 ratio 분포 점검 필요,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"finite 여부, 결측률, zero rate, extreme ratio 분포 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__seconds_since_last_tx,동일 sender->receiver pair의 직전 거래 이후 경과 초,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 pair의 현재 거래 이전 마지막 거래 시각과 현재 시각 차이를 초 단위로 계산; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,초,현재 거래 시점 이전 전체 이력,이전 pair 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_history,ML
ml-04,pair__sender_receiver__forward__is_new_pair,현재 sender->receiver pair의 신규 관계 여부,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp","동일 방향 pair의 현재 거래 이전 이력이 없으면 1, 있으면 0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외",float32,0/1,현재 거래 시점 이전 전체 이력,"이전 pair 이력이 없으면 1, 있으면 0",,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"값 범위 {0, 1} 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_history,ML
ml-04,pair__sender_receiver__current__is_self_loop,현재 거래의 송신 계좌와 수취 계좌가 동일한지 여부,True,"ml_03__r00_Xy_all.parquet: receiver_account_id, sender_account_id","현재 row의 sender_account_id와 receiver_account_id가 같으면 1, 다르면 0; 과거/미래 row 미사용",float32,0/1,현재 거래,조건 불충족 시 0,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"값 범위 {0, 1} 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=current_self_loop,ML
ml-04,pair__sender_receiver__forward__age_hours_since_first,동일 sender->receiver pair의 최초 과거 거래 이후 경과 시간,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 pair의 최초 과거 거래 시각과 현재 시각 차이를 시간 단위로 계산; 신규 pair는 0.0; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,시간,현재 거래 시점 이전 전체 이력,이전 pair 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_history,ML
ml-04,pairhist__bank_pair__all__tx_count__cum__whist,송금은행->수취은행 corridor의 현재 거래 이전 전체 누적 거래 건수,True,"ml_03__r00_Xy_all.parquet: receiver_bank_id, sender_bank_id, timestamp",sender_bank_id->receiver_bank_id bank-pair corridor 기준 현재 거래 이전 전체 거래 건수 누적; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 전체 이력,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=bank_pair_history,ML
ml-05,flowbalance__sender__net__amount__in_out_ratio__w6h,sender 계좌의 과거 6h 입출금 금액 비율,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 6h,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
ml-05,flowbalance__sender__net__amount__sumdiff__w6h,sender 계좌의 과거 6h 순유입/순유출 금액,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,MonLAD residual/flow-balance 근사,ML
ml-05,flowbalance__sender__net__amount__residual_abs__w6h,sender 계좌의 과거 6h 입출금 잔차 절댓값,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net flow와 중복성 점검 필요,ML
ml-05,flowbalance__sender__net__amount__balanced_state_flag__w6h,sender 계좌의 과거 6h 입출금 균형 상태 플래그,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 6h,기준 계산 불가 시 0 또는 결측 처리 정책 확인 필요,,중간: balanced threshold는 train 기준으로만 산정해야 함,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,임계값 정의 미정,ML
ml-05,flowbalance__sender__net__amount__in_out_ratio__w1d,sender 계좌의 과거 1d 입출금 금액 비율,,,sender_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1d,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
ml-05,flowbalance__sender__net__amount__sumdiff__w1d,sender 계좌의 과거 1d 순유입/순유출 금액,,,sender_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,MonLAD residual/flow-balance 근사,ML
ml-05,flowbalance__sender__net__amount__residual_abs__w1d,sender 계좌의 과거 1d 입출금 잔차 절댓값,,,sender_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net flow와 중복성 점검 필요,ML
ml-05,flowbalance__sender__net__amount__balanced_state_flag__w1d,sender 계좌의 과거 1d 입출금 균형 상태 플래그,,,sender_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 1d,기준 계산 불가 시 0 또는 결측 처리 정책 확인 필요,,중간: balanced threshold는 train 기준으로만 산정해야 함,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,임계값 정의 미정,ML
ml-05,flowbalance__sender__net__amount__in_out_ratio__w3d,sender 계좌의 과거 3d 입출금 금액 비율,,,sender_account_id 기준 현재 거래 시점 이전 3d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 3d,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
ml-05,flowbalance__sender__net__amount__sumdiff__w3d,sender 계좌의 과거 3d 순유입/순유출 금액,,,sender_account_id 기준 현재 거래 시점 이전 3d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,MonLAD residual/flow-balance 근사,ML
ml-05,flowbalance__sender__net__amount__residual_abs__w3d,sender 계좌의 과거 3d 입출금 잔차 절댓값,,,sender_account_id 기준 현재 거래 시점 이전 3d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net flow와 중복성 점검 필요,ML
ml-05,flowbalance__sender__net__amount__balanced_state_flag__w3d,sender 계좌의 과거 3d 입출금 균형 상태 플래그,,,sender_account_id 기준 현재 거래 시점 이전 3d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 3d,기준 계산 불가 시 0 또는 결측 처리 정책 확인 필요,,중간: balanced threshold는 train 기준으로만 산정해야 함,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,임계값 정의 미정,ML
ml-05,flowbalance__sender__net__amount__in_out_ratio__w7d,sender 계좌의 과거 7d 입출금 금액 비율,,,sender_account_id 기준 현재 거래 시점 이전 7d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 7d,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
ml-05,flowbalance__sender__net__amount__sumdiff__w7d,sender 계좌의 과거 7d 순유입/순유출 금액,,,sender_account_id 기준 현재 거래 시점 이전 7d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,MonLAD residual/flow-balance 근사,ML
ml-05,flowbalance__sender__net__amount__residual_abs__w7d,sender 계좌의 과거 7d 입출금 잔차 절댓값,,,sender_account_id 기준 현재 거래 시점 이전 7d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net flow와 중복성 점검 필요,ML
ml-05,flowbalance__sender__net__amount__balanced_state_flag__w7d,sender 계좌의 과거 7d 입출금 균형 상태 플래그,,,sender_account_id 기준 현재 거래 시점 이전 7d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 7d,기준 계산 불가 시 0 또는 결측 처리 정책 확인 필요,,중간: balanced threshold는 train 기준으로만 산정해야 함,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,임계값 정의 미정,ML
ml-05,flowbalance__receiver__net__amount__in_out_ratio__w6h,receiver 계좌의 과거 6h 입출금 금액 비율,,,receiver_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 6h,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
ml-05,flowbalance__receiver__net__amount__sumdiff__w6h,receiver 계좌의 과거 6h 순유입/순유출 금액,,,receiver_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,MonLAD residual/flow-balance 근사,ML
ml-05,flowbalance__receiver__net__amount__residual_abs__w6h,receiver 계좌의 과거 6h 입출금 잔차 절댓값,,,receiver_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net flow와 중복성 점검 필요,ML
ml-05,flowbalance__receiver__net__amount__balanced_state_flag__w6h,receiver 계좌의 과거 6h 입출금 균형 상태 플래그,,,receiver_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 6h,기준 계산 불가 시 0 또는 결측 처리 정책 확인 필요,,중간: balanced threshold는 train 기준으로만 산정해야 함,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,임계값 정의 미정,ML
ml-05,flowbalance__receiver__net__amount__in_out_ratio__w1d,receiver 계좌의 과거 1d 입출금 금액 비율,,,receiver_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1d,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
ml-05,flowbalance__receiver__net__amount__sumdiff__w1d,receiver 계좌의 과거 1d 순유입/순유출 금액,,,receiver_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,MonLAD residual/flow-balance 근사,ML
ml-05,flowbalance__receiver__net__amount__residual_abs__w1d,receiver 계좌의 과거 1d 입출금 잔차 절댓값,,,receiver_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net flow와 중복성 점검 필요,ML
ml-05,flowbalance__receiver__net__amount__balanced_state_flag__w1d,receiver 계좌의 과거 1d 입출금 균형 상태 플래그,,,receiver_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 1d,기준 계산 불가 시 0 또는 결측 처리 정책 확인 필요,,중간: balanced threshold는 train 기준으로만 산정해야 함,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,임계값 정의 미정,ML
ml-05,flowbalance__receiver__net__amount__in_out_ratio__w3d,receiver 계좌의 과거 3d 입출금 금액 비율,,,receiver_account_id 기준 현재 거래 시점 이전 3d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 3d,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
